RXN0-6981	EC-3.4.13.18	peptidase D	pepD
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1	alcohol dehydrogenase II	ADH2
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1	alcohol dehydrogenase III	ADH3
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1	Zn<sup>2+</sup>-dependent alcohol dehydrogenase	adhA
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1	ethanol dehydrogenase / alcohol dehydrogenase	adhP
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1	aldehyde-alcohol dehydrogenase	adhE
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	ackA
ACETATEKIN-RXN	EC-2.7.2.1	phosphoribosylglycinamide formyltransferase 2	purT
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	ACK1
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	ackA
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	unknown
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	unknown
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	unknown
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	unknown
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	ackA
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	ackA
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	unknown
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	ack
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	unknown
ACETATEKIN-RXN	EC-2.7.2.1	acetate kinase	ackA
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase||phosphate propionyltransferase	pta
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	eutD
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	PAT2
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate propanoyltransferase	pduL
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	pta
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	pta
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	unknown
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	unknown
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphotransacetylase	unknown
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphotransacetylase	pta
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphotransacetylase	unknown
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	pta
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	unknown
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	pta
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	pta
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphate acetyltransferase	unknown
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphotransacetylase	pta
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphotransacetylase	unknown
PHOSACETYLTRANS-RXN	EC-2.3.1.8	phosphotransacetylase	pta
ACETALD-DEHYDROG-RXN	EC-1.2.1.10	acetaldehyde dehydrogenase 2	mhpF
ACETALD-DEHYDROG-RXN	EC-1.2.1.10	aldehyde-alcohol dehydrogenase	adhE
ACETALD-DEHYDROG-RXN	EC-1.2.1.10	alcohol dehydrogenase / acetaldehyde dehydrogenase	ADH1
ACETALD-DEHYDROG-RXN	EC-1.2.1.10	acetaldehyde dehydrogenase	unknown
ACETALD-DEHYDROG-RXN	EC-1.2.1.10	aldehyde dehydrogenase	unknown
ACETALD-DEHYDROG-RXN	EC-1.2.1.10	acetaldehyde dehydrogenase  (acylating)	dmpF
ACETALD-DEHYDROG-RXN	EC-1.2.1.10	acylating aldehyde dehydrogenase	todI
ACETALD-DEHYDROG-RXN	EC-1.2.1.10	acetaldehyde dehydrogenase	cmtH
ACETALD-DEHYDROG-RXN	EC-1.2.1.10	alcohol/aldehyde dehydrogenase	adhE
R141-RXN	EC-4.2.1.112	acetylene hydratase	ahy
RXN-11032	EC-1.1.1.304	<i>meso</i>-butanediol dehydrogenase [(R)-acetoin-forming]	budC
RXN-11032	EC-1.1.1.304	diacetyl (acetoin) reductase	unknown
RXN-11032	EC-1.1.1.304	L-glycol dehydrogenase	budC
RXN-11032	EC-1.1.1.304	[(S)-acetoin forming]-diacetyl reductase||[(R)-acetoin forming]-<i>meso</i>-2,3-butanediol dehydrogenase	budC
RXN-11032	EC-1.1.1.304	diacetyl reductase||(S)-acetoin reductase [(S,S)-2,3-butanediol forming]	butA
RXN-6081	RXN-6081	unknown	unknown
ACETOLACTSYN-RXN	EC-2.2.1.6	acetohydroxybutanoate synthase||acetolactate synthase	ilvB
ACETOLACTSYN-RXN	EC-2.2.1.6	acetohydroxybutanoate synthase||acetolactate synthase	ilvN
ACETOLACTSYN-RXN	EC-2.2.1.6	acetohydroxybutanoate synthase||acetolactate synthase	ilvG_1
ACETOLACTSYN-RXN	EC-2.2.1.6	acetohydroxybutanoate synthase||acetolactate synthase	ilvG_2
ACETOLACTSYN-RXN	EC-2.2.1.6	acetohydroxybutanoate synthase||acetolactate synthase	ilvM
ACETOLACTSYN-RXN	EC-2.2.1.6	acetolactate synthase||acetohydroxybutanoate synthase	ilvI
ACETOLACTSYN-RXN	EC-2.2.1.6	acetolactate synthase||acetohydroxybutanoate synthase	ilvH
ACETOLACTSYN-RXN	EC-2.2.1.6	acetohydroxyacid synthase	ilvH
ACETOLACTSYN-RXN	EC-2.2.1.6	acetohydroxyacid synthase	ilvB
ACETOLACTSYN-RXN	EC-2.2.1.6	catabolic acetolactate synthase	budB
ACETOLACTSYN-RXN	EC-2.2.1.6	acetohydroxy-acid synthase	ilvB
ACETOLACTSYN-RXN	EC-2.2.1.6	acetohydroxy-acid synthase	ilvN
ACETOLACTSYN-RXN	EC-2.2.1.6	&alpha;-acetolactate synthase	als
3.5.5.4-RXN	EC-3.5.5.4	&beta;-cyano-<i>L</i>-alanine nitrilase||&beta;-cyano-<i>L</i>-alanine hydratase	NIT4B
3.5.5.4-RXN	EC-3.5.5.4	&beta;-cyano-<i>L</i>-alanine nitrilase||&beta;-cyano-<i>L</i>-alanine hydratase	NIT4A
3.5.5.4-RXN	EC-3.5.5.4	&beta;-cyano-L-alanine hydrolase	AT5G22300
3-CYANOALANINE-HYDRATASE-RXN	EC-4.2.1.65	&beta;-cyano-<i>L</i>-alanine nitrilase||&beta;-cyano-<i>L</i>-alanine hydratase	NIT4B
3-CYANOALANINE-HYDRATASE-RXN	EC-4.2.1.65	&beta;-cyano-<i>L</i>-alanine nitrilase||&beta;-cyano-<i>L</i>-alanine hydratase	NIT4A
3-CYANOALANINE-HYDRATASE-RXN	EC-4.2.1.65	&beta;-cyano-L-alanine hydrolase	AT5G22300
L-3-CYANOALANINE-SYNTHASE-RXN	EC-4.4.1.9	&beta;-cyanoalanine synthase	CAS2
L-3-CYANOALANINE-SYNTHASE-RXN	EC-4.4.1.9	&beta;-cyanoalanine synthase	CAS1
L-3-CYANOALANINE-SYNTHASE-RXN	EC-4.4.1.9	&beta;-cyano-L-alanine synthase	SPIol;Bsas3;1
L-3-CYANOALANINE-SYNTHASE-RXN	EC-4.4.1.9	&beta;-cyano-L-alanine synthase	AT3G61440
L-3-CYANOALANINE-SYNTHASE-RXN	EC-4.4.1.9	&beta;-cyano-L-alanine synthase	unknown
GLUTDECARBOX-RXN	EC-4.1.1.15	glutamate decarboxylase A	gadA
GLUTDECARBOX-RXN	EC-4.1.1.15	glutamate decarboxylase B	gadB
GLUTDECARBOX-RXN	EC-4.1.1.15	glutamate decarboxylase	GAD
GLUTDECARBOX-RXN	EC-4.1.1.15	glutamate decarboxylase	GAD1
GLUTDECARBOX-RXN	EC-4.1.1.15	glutamate decarboxylase 2	GAD2
GLUTDECARBOX-RXN	EC-4.1.1.15	glutamate decarboxylase 1	GAD1
GLUTDECARBOX-RXN	EC-4.1.1.15	glutamate decarboxylase	AT1G65960
GLUTDECARBOX-RXN	EC-4.1.1.15	glutamate decarboxylase	AT5G17330
4.2.3.19-RXN	EC-4.2.3.19	ent-kaurene synthase	AT1G79460
4.2.3.19-RXN	EC-4.2.3.19	<i>ent</i>-kaurene synthase B	KSB
5.5.1.13-RXN	EC-5.5.1.13	<i>ent</i>-copalyl diphosphate synthase	An2
5.5.1.13-RXN	EC-5.5.1.13	<i>ent</i>-kaurene synthase||<i>ent</i>-kaurene synthase||<i>ent</i>-kaurene synthase	CPS/KS
5.5.1.13-RXN	EC-5.5.1.13	<i>ent</i>-copalyl diphosphate synthase	AT4G02780
5.5.1.13-RXN	EC-5.5.1.13	<i>ent</i>-copalyl diphosphate synthase	CPS1
5.5.1.13-RXN	EC-5.5.1.13	<i>ent</i>-copalyl diphosphate synthase	Cyc2
RXN-11779	RXN-11779	ent-kaur-16-ene synthase||ent-kaur-16-ene synthase	FCPS/KS
RXN-11779	RXN-11779	<i>ent</i>-kaur-16-ene synthase||<i>ent</i>-kaur-16-ene synthase	CPS/KS
RXN-11779	RXN-11779	<i>ent</i>-kaurene synthase||<i>ent</i>-kaurene synthase||<i>ent</i>-kaurene synthase	CPS/KS
RXN-11778	RXN-11778	ent-kaur-16-ene synthase||ent-kaur-16-ene synthase	FCPS/KS
RXN-11778	RXN-11778	<i>ent</i>-kaur-16-ene synthase||<i>ent</i>-kaur-16-ene synthase	CPS/KS
RXN-11778	RXN-11778	<i>ent</i>-kaurene synthase||<i>ent</i>-kaurene synthase||<i>ent</i>-kaurene synthase	CPS/KS
RXN-14700	EC-2.4.2.57	AMP phosphorylase	deoA
RXN-14699	EC-2.4.2.57	AMP phosphorylase	deoA
CYTIKIN-RXN	|EC-2.7.1.aw|	uridine kinase||cytidine kinase||uridine kinase||cytidine kinase	udk
CYTIKIN-RXN	|EC-2.7.1.aw|	cytidine kinase	TK1843
CYTIKIN-RXN	|EC-2.7.1.aw|	uridine kinase	URK1
CYTIKIN-RXN	|EC-2.7.1.aw|	uridine-cytidine kinase 2	UCK2
CYTIKIN-RXN	|EC-2.7.1.aw|	uridine-cytidine kinase 1	UCK1
URPHOS-RXN	EC-2.4.2.2	uridine phosphorylase	udp
URPHOS-RXN	EC-2.4.2.2	uridine phosphorylase	TK1479
URPHOS-RXN	EC-2.4.2.2	pyrimidine-nucleoside phosphorylase	pdp
URPHOS-RXN	EC-2.4.2.2	uridine phosphorylase 1	UPP1
ADENPHOSPHOR-RXN	EC-2.4.2.1	adenosine phosphorylase	pnp
ADENPHOSPHOR-RXN	EC-2.4.2.1	purine nucleoside phosphorylase	PNP
ADENPHOSPHOR-RXN	EC-2.4.2.1	purine nucleoside phosphorylase	PNP
ADENPHOSPHOR-RXN	EC-2.4.2.1	purine nucleoside phosphorylase	deoD
RXN0-5199	EC-2.4.2.15	xanthosine phosphorylase	xapA
RXN0-5199	EC-2.4.2.15	guanosine phosphorylase	TK1482
RXN0-5199	EC-2.4.2.15	guanosine phosphorylase	unknown
RXN0-5199	EC-2.4.2.15	purine nucleoside phosphorylase	PNP
RXN0-5199	EC-2.4.2.15	purine nucleoside phosphorylase	PNP
RXN0-5199	EC-2.4.2.15	purine nucleoside phosphorylase	deoD
RXN-17337	|EC-2.7.1.av|	&alpha;-D-ribose-1-phosphate 5-kinase (ADP)	TK2029
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	AT5G38420
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	RBCL
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	AT5G38410
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	RBCL
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	RBCL
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	AT1G67090
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	AT5G38430
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	RBCL
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase	cbbM
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase	rbcL
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	cbbS
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	cbbL
RXN-8800	EC-2.4.2.57	AMP phosphorylase	deoA
RXN-8801	EC-5.3.1.29	ribulose 1,5-bisphosphate isomerase	E2b2
1.14.13.79-RXN	1.14.13.79-RXN	<i>ent</i>-kaurenoate oxidase	KAO2
1.14.13.79-RXN	1.14.13.79-RXN	<i>ent</i>-kaurenoate oxidase	KAO1
1.14.13.79-RXN	1.14.13.79-RXN	gibberellin 3&beta;-hydroxylase / <i>ent</i>-kaurenoate oxidase	P450-1
1.14.13.79-RXN	1.14.13.79-RXN	<i>ent</i>-kaurenoate oxidase	AT1G05160
1.14.13.79-RXN	1.14.13.79-RXN	<i>ent</i>-kaurenoate oxidase	AT2G32440
RXN1F-160	RXN1F-160	<i>ent</i>-kaurenoate oxidase	KAO2
RXN1F-160	RXN1F-160	<i>ent</i>-kaurenoate oxidase	KAO1
RXN1F-160	RXN1F-160	gibberellin 3&beta;-hydroxylase / <i>ent</i>-kaurenoate oxidase	P450-1
RXN1F-160	RXN1F-160	<i>ent</i>-kaurenoate oxidase	AT1G05160
RXN1F-160	RXN1F-160	<i>ent</i>-kaurenoate oxidase	AT2G32440
RXN1F-161	RXN1F-161	<i>ent</i>-kaurenoate oxidase	KAO2
RXN1F-161	RXN1F-161	<i>ent</i>-kaurenoate oxidase	KAO1
RXN1F-161	RXN1F-161	gibberellin 3&beta;-hydroxylase / <i>ent</i>-kaurenoate oxidase	P450-1
RXN1F-161	RXN1F-161	<i>ent</i>-kaurenoate oxidase	AT2G32440
RXN1F-161	RXN1F-161	<i>ent</i>-kaurenoate oxidase	AT1G05160
1.14.13.78-RXN	1.14.13.78-RXN	<i>ent</i>-kaurene oxidase	KO1
1.14.13.78-RXN	1.14.13.78-RXN	<i>ent</i>-kaurene oxidase	P450-4
1.14.13.78-RXN	1.14.13.78-RXN	<i>ent</i>-kaurene oxidase	AT5G25900
RXN-5242	RXN-5242	<i>ent</i>-kaurene oxidase	KO1
RXN-5242	RXN-5242	<i>ent</i>-kaurene oxidase	P450-4
RXN-5242	RXN-5242	<i>ent</i>-kaurene oxidase	AT5G25900
RXN-7580	RXN-7580	<i>ent</i>-kaurene oxidase	KO1
RXN-7580	RXN-7580	<i>ent</i>-kaurene oxidase	P450-4
RXN-7580	RXN-7580	<i>ent</i>-kaurene oxidase	AT5G25900
RXN-7658	RXN-7658	chloroplastic geranylgeranyl diphosphate reductase	AT1G74470
RXN-7658	RXN-7658	geranylgeranyl diphosphate reductase	chlP
RXN-7659	RXN-7659	chloroplastic geranylgeranyl diphosphate reductase	AT1G74470
RXN-7659	RXN-7659	geranylgeranyl diphosphate reductase	chlP
RXN-7660	RXN-7660	chloroplastic geranylgeranyl diphosphate reductase	AT1G74470
RXN-7660	RXN-7660	geranylgeranyl diphosphate reductase	chlP
RXN-8518	EC-1.14.13	unknown	unknown
RXN-8516	RXN-8516	unknown	unknown
RXN-8517	EC-1.14.13	abietadienol hydroxylase	CYP720B1
RXN-8515	EC-1.14.13	unknown	unknown
RXN-8511	EC-4.2.3.32	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-8511	EC-4.2.3.32	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-4861	EC-5.5.1.12	copalyl diphosphate synthase	CDS
RXN-4861	EC-5.5.1.12	(13<i>E</i>)-labda-7,13-dien-15-ol synthase||<i>ent</i>-copalyl diphosphate synthase	CPSKSL1
RXN-4861	EC-5.5.1.12	multiradiene synthase||<i>ent</i>-copalyl diphosphate synthase	MDS
RXN-4861	EC-5.5.1.12	abietadiene synthase	gg-agi
RXN-4861	EC-5.5.1.12	chloroplastic isopimara-7,15-diene synthase	TPS-Iso
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-8530	RXN-8530	unknown	unknown
RXN-8531	EC-1.14.13	unknown	unknown
4.2.3.18-RXN	EC-4.2.3.18	abietadiene synthase	gg-agi
4.2.3.18-RXN	EC-4.2.3.18	levopimaradiene/abietadiene synthase	TPS-LAS
4.2.3.18-RXN	EC-4.2.3.18	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-8532	EC-1.14.13	abietadienol hydroxylase	CYP720B1
RXN-8533	RXN-8533	unknown	unknown
RXN-8534	EC-1.14.13	abietadienol hydroxylase	CYP720B1
RXN-4861	EC-5.5.1.12	copalyl diphosphate synthase	CDS
RXN-4861	EC-5.5.1.12	(13<i>E</i>)-labda-7,13-dien-15-ol synthase||<i>ent</i>-copalyl diphosphate synthase	CPSKSL1
RXN-4861	EC-5.5.1.12	multiradiene synthase||<i>ent</i>-copalyl diphosphate synthase	MDS
RXN-4861	EC-5.5.1.12	abietadiene synthase	gg-agi
RXN-4861	EC-5.5.1.12	chloroplastic isopimara-7,15-diene synthase	TPS-Iso
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-12054	RXN-12054	type II iododthyronine deiodinase	DIO2
RXN-12054	RXN-12054	type I iodothyronine deiodinase	Dio1
RXN-12053	RXN-12053	type III iododthyronine deiodinase	DIO3
RXN-12052	RXN-12052	type III iododthyronine deiodinase	DIO3
RXN-12052	RXN-12052	type I iodothyronine deiodinase	Dio1
RXN-12051	RXN-12051	unknown	unknown
RXN-12050	RXN-12050	unknown	unknown
RXN-12049	RXN-12049	type III iododthyronine deiodinase	DIO3
RXN-12048	RXN-12048	type III iododthyronine deiodinase	DIO3
RXN-12047	RXN-12047	type I iodothyronine deiodinase	Dio1
RXN-12046	RXN-12046	type II iododthyronine deiodinase	DIO2
RXN-12046	RXN-12046	type I iodothyronine deiodinase	Dio1
RXN-12045	RXN-12045	type III iododthyronine deiodinase	DIO3
RXN-12045	RXN-12045	type I iodothyronine deiodinase	Dio1
RXN-12044	RXN-12044	type III iododthyronine deiodinase	DIO3
RXN-12043	RXN-12043	unknown	unknown
RXN-8522	EC-1.14.13	unknown	unknown
RXN-8521	RXN-8521	unknown	unknown
RXN-8519	EC-1.14.13	unknown	unknown
RXN-8520	EC-1.14.13	unknown	unknown
RXN-8512	EC-4.2.3.132	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-8512	EC-4.2.3.132	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-4861	EC-5.5.1.12	copalyl diphosphate synthase	CDS
RXN-4861	EC-5.5.1.12	(13<i>E</i>)-labda-7,13-dien-15-ol synthase||<i>ent</i>-copalyl diphosphate synthase	CPSKSL1
RXN-4861	EC-5.5.1.12	multiradiene synthase||<i>ent</i>-copalyl diphosphate synthase	MDS
RXN-4861	EC-5.5.1.12	abietadiene synthase	gg-agi
RXN-4861	EC-5.5.1.12	chloroplastic isopimara-7,15-diene synthase	TPS-Iso
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-10906	EC-2.1.1.6	catechol O-methyltransferase, membrane-bound form	COMT
RXN-10913	EC-1.4.3.4	monoamine oxidase A	Maoa
RXN-10909	EC-2.1.1.6	catechol O-methyltransferase, membrane-bound form	COMT
RXN-10909	EC-2.1.1.6	catechol <i>O</i>-methyltransferase	Comt
RXN-10910	EC-1.4.3.4	monoamine oxidase A	Maoa
RXN-10916	EC-2.1.1.6	unknown	unknown
RXN-10912	EC-1.2.1.3	fatty aldehyde dehydrogenase	ALDH3A2
RXN-10912	EC-1.2.1.3	mitochondrial aldehyde dehydrogenase	ALDH2
RXN-10908	EC-1.4.3.4	monoamine oxidase A	Maoa
RXN66-241	EC-2.1.1.28	phenylethanolamine <i>N</i>-methyltransferase	PNMT
RXN-10917	EC-1.2.1.3	fatty aldehyde dehydrogenase	ALDH3A2
RXN-10915	EC-1.1.1.1	alcohol dehydrogenase 2	ADH1B
RXN-10914	EC-2.1.1.6	unknown	unknown
RXN-10911	EC-1.1.1.1	alcohol dehydrogenase 4	ADH4
RXN-10907	EC-1.4.3.4	monoamine oxidase A	Maoa
RXN-8538	EC-1.14.13	abietadienol hydroxylase	CYP720B1
RXN-8537	RXN-8537	unknown	unknown
RXN-8536	EC-1.14.13	abietadienol hydroxylase	CYP720B1
RXN-8535	EC-1.14.13	unknown	unknown
RXN-8514	EC-4.2.3.44	chloroplastic isopimara-7,15-diene synthase	TPS-Iso
RXN-4861	EC-5.5.1.12	copalyl diphosphate synthase	CDS
RXN-4861	EC-5.5.1.12	(13<i>E</i>)-labda-7,13-dien-15-ol synthase||<i>ent</i>-copalyl diphosphate synthase	CPSKSL1
RXN-4861	EC-5.5.1.12	multiradiene synthase||<i>ent</i>-copalyl diphosphate synthase	MDS
RXN-4861	EC-5.5.1.12	abietadiene synthase	gg-agi
RXN-4861	EC-5.5.1.12	chloroplastic isopimara-7,15-diene synthase	TPS-Iso
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-10777	EC-2.8.2.1	sulfotransferase 1A3/1A4	SULT1A3
RXN-10779	RXN-10779	unknown	unknown
RXN-10780	EC-1.2.1.3	fatty aldehyde dehydrogenase	ALDH3A2
RXN-10780	EC-1.2.1.3	mitochondrial aldehyde dehydrogenase	ALDH2
RXN-10784	EC-2.4.1.17	unknown	unknown
RXN-10782	EC-2.8.2.1	sulfotransferase 1A2	SULT1A2
RXN-10781	EC-1.1.1.1	alcohol dehydrogenase 2	ADH1B
RXN-10778	EC-1.4.3.4	amine oxidase A	MAOA
RXN-10778	EC-1.4.3.4	monoamine oxidase A	Maoa
RXN-8523	EC-1.14.13	unknown	unknown
RXN-8524	EC-1.14.13	unknown	unknown
RXN-8525	RXN-8525	unknown	unknown
RXN-8526	EC-1.14.13	unknown	unknown
RXN-8513	EC-4.2.3	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-8513	EC-4.2.3	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-4861	EC-5.5.1.12	copalyl diphosphate synthase	CDS
RXN-4861	EC-5.5.1.12	(13<i>E</i>)-labda-7,13-dien-15-ol synthase||<i>ent</i>-copalyl diphosphate synthase	CPSKSL1
RXN-4861	EC-5.5.1.12	multiradiene synthase||<i>ent</i>-copalyl diphosphate synthase	MDS
RXN-4861	EC-5.5.1.12	abietadiene synthase	gg-agi
RXN-4861	EC-5.5.1.12	chloroplastic isopimara-7,15-diene synthase	TPS-Iso
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-10624	EC-1.2.1.74	abietadienal dehydrogenase	unknown
RXN-8510	EC-1.14.13	abietadienol hydroxylase	CYP720B1
RXN-8509	RXN-8509	unknown	unknown
RXN-8508	RXN-8508	abietadienol hydroxylase	CYP720B1
RXN-8507	EC-1.14.13.108	abietadiene hydroxylase	unknown
4.2.3.18-RXN	EC-4.2.3.18	abietadiene synthase	gg-agi
4.2.3.18-RXN	EC-4.2.3.18	levopimaradiene/abietadiene synthase	TPS-LAS
4.2.3.18-RXN	EC-4.2.3.18	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-4861	EC-5.5.1.12	copalyl diphosphate synthase	CDS
RXN-4861	EC-5.5.1.12	(13<i>E</i>)-labda-7,13-dien-15-ol synthase||<i>ent</i>-copalyl diphosphate synthase	CPSKSL1
RXN-4861	EC-5.5.1.12	multiradiene synthase||<i>ent</i>-copalyl diphosphate synthase	MDS
RXN-4861	EC-5.5.1.12	abietadiene synthase	gg-agi
RXN-4861	EC-5.5.1.12	chloroplastic isopimara-7,15-diene synthase	TPS-Iso
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
RXN-4861	EC-5.5.1.12	levopimaradiene/abietadiene synthase	TPS-LAS
LYSDECARBOX-RXN	EC-4.1.1.18	lysine decarboxylase 1	cadA
LYSDECARBOX-RXN	EC-4.1.1.18	lysine decarboxylase 2	ldcC
LYSDECARBOX-RXN	EC-4.1.1.18	lysine decarboxylase	bibA
LYSDECARBOX-RXN	EC-4.1.1.18	lysine decarboxylase	desA
LYSDECARBOX-RXN	EC-4.1.1.18	lysine decarboxylase	desA
LYSDECARBOX-RXN	EC-4.1.1.18	L-lysine decarboxylase	unknown
LYSDECARBOX-RXN	EC-4.1.1.18	lysine decarboxylase	unknown
LYSDECARBOX-RXN	EC-4.1.1.18	lysine decarboxylase	ldc
RXN-8694	EC-2.3.1.93	13-hydroxylupanine O-tigloyltransferase	AB181292
RXN-8694	EC-2.3.1.93	13-hydroxylupanine O-tigloyltransferase	unknown
RXN-8693	RXN-8693	unknown	unknown
RXN-8692	RXN-8692	unknown	unknown
RXN-8688	RXN-8688	17-oxosparteine synthase	unknown
1.14.13.101-RXN	EC-1.14.13.101	pyrrolizidine alkaloid N-oxygenase	pno
1.14.13.101-RXN	EC-1.14.13.101	pyrrolizidine alkaloid N-oxygenase	pno
1.14.13.101-RXN	EC-1.14.13.101	senecionine N-oxygenase	sno1
DIGLUCODIACETYL-DOCOSANOATE-LYSIS-RXN	EC-3.1.1.6	acetylesterase	unknown
DIGLUCOACETYL-DOCOSANOATE-HYDROLYSIS-RXN	EC-3.1.1.6	acetylesterase	unknown
RXN-7603	RXN-7603	unknown	unknown
RXN-7602	RXN-7602	unknown	unknown
RXN6666-2	EC-3.5.1.99	fatty acid amide hydrolase	FAAH
RXN-7598	EC-2.1.1.159	caffeine synthase	TCS1
RXN-7598	EC-2.1.1.159	caffeine synthase	unknown
RXN-7598	EC-2.1.1.159	caffeine synthase	CaDXMT1
RXN-7598	EC-2.1.1.159	caffeine synthase	CCS1
RXN-7598	EC-2.1.1.159	theobromine synthase	CaMXMT2
RXN-7598	EC-2.1.1.159	theobromine synthase	CaMXMT1
RXN-7597	EC-3.2.2.25	N-methyl nucleosidase	unknown
RXN-7596	EC-2.1.1.158	7-methylxanthosine synthase	CaXMT1
RXN-7596	EC-2.1.1.158	7-methylxanthosine synthase	CmXRS1
RXN-13785	EC-3.2.1	quercetin-4'-<i>O</i>-&beta;-glucosidase	unknown
RXN-13784	EC-3.2.1	quercetin-3-<i>O</i>-&beta;-glucosidase	unknown
RXN-13789	EC-3.2.1	flavonol-3-<i>O</i>-glycosidase	unknown
RXN-13789	EC-3.2.1	flavonol-3-<i>O</i>-glycosidase	unknown
RXN-13788	EC-3.2.1.40	unknown	unknown
