ORF_ID	ec	     product
1227_4		50S ribosomal protein L19e 
1227_5		methylated DNA-protein cysteine methyltransferase 
1227_6		Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine free tRNA(Tyr) (By similarity) 
1224_0		phytanoyl-CoA dioxygenase 
1224_4		multidrug DMT transporter permease
1224_6		serine hydrolase
17135_0		Aconitate hydratase B 
1228_0		aryl-alcohol dehydrogenase 
1228_1	1.2.1.11	Aspartate-semialdehyde dehydrogenase 2 
1228_2	4.2.1.19	Imidazoleglycerol-phosphate dehydratase (Fragment) 
1228_3		imidazole glycerol phosphate synthase, glutamine amidotransferase subunit 
1228_5	3.2.2.17	Endonuclease III 
1228_6		exodeoxyribonuclease I subunit C 
17139_0		cation/multidrug efflux membrane fusion protein, AcrA family 
88644_0		regulator chromosome condensation, RCC1 
88640_0		3-isopropylmalate dehydratase large subunit 
88648_0		Aconitate hydratase, mitochondrial 
88649_0		acetyltransferase, GNAT family 
77293_0		D-erythrulose kinase 
77292_0		NADH-ubiquinone oxidoreductase subunit J 
77299_0		vitamin B12-dependent ribonucleotide reductase 
4764_0	2.2.1.6	Probable acetolactate synthase large subunit 
4764_1		
4764_2		3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase 
4765_0		kinase, pfkB family 
4765_1		transcription-repair coupling factor Mfd 
4766_0		Nucleoside-diphosphate-sugar epimerase 
4766_1	1.8.1.9	Thioredoxin reductase 2 
4766_2	2.6.1.1	Aspartate aminotransferase A 
67257_0		Taurine transport system permease protein TauC 
4760_0		helicase 
4761_0		acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha beta) 
4762_1		putative redox protein, regulator disulfide bond formation 
4762_2	4.1.1.48	Indole-3-glycerol phosphate synthase 
4762_3	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase 
4763_0		NifU domain-containing protein 
4763_1		pantoate--beta-alanine ligase 
4763_2	2.1.2.11	Probable 3-methyl-2-oxobutanoate hydroxymethyltransferase 
59308_0	6.2.1.1	Acetyl-coenzyme A synthetase 
67258_0		MULTISPECIES: TonB-dependent receptor
4769_0		acetyltransferase 
4769_2		glycosyl transferase, family 4 
4769_3		
37092_0		hydrolase HAD superfamily 
89992_0		Glucosamine 6-phosphate synthetase, contains amidotransferase phosphosugar isomerase domains 
89990_1		Protein unknown function (DUF1595) 
89994_0		MFS transporter
89999_0		amino acids such as threonine, to avoid errors, it posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) tRNA-dependent manner (By similarity) 
89998_0		Amp-dependent synthetase ligase 
16661_0		sugar kinases, ribokinase family 
16661_1		dUTPase 
16660_0	6.3.5.2	GMP synthase 
16663_0		Sugar-specific transcriptional regulator TrmB 
16663_1		
16662_0		NAD-dependent epimerase
16665_0		class V aminotransferase 
6948_0		TRAP dicarboxylate transporter subunit DctM 
6948_1		putatiev FAD-dependent monooxygenase 
6949_0		translation initiation factor IF-2 
6946_0		NAD(P)-dependent alcohol dehydrogenase
6946_1		Flavin prenyltransferase PAD1, mitochondrial 
6947_0		Microcompartments protein 
6947_1		ethanolamine utilization protein EutE 
6944_0		Ribosome-binding ATPase YchF 
77872_0		cobalamin 5'-phosphate synthase 
6942_0		
6942_1		peptidyl-prolyl cis-trans isomerase (rotamase) 
6942_3		FO synthase subunit 2 
6943_0		tRNA-dihydrouridine synthase B 
6943_1		Fis family transcriptional regulator
6943_2	3.5.4.10	Bifunctional purine biosynthesis protein PurH 
77877_0		carbon starvation protein CstA 
26962_0		acetyl-CoA acetyltransferase 
26965_0	1.2.1.13	Glyceraldehyde-3-phosphate dehydrogenase OS Pinus sylvestris PE 2 SV 1 
26965_1	2.7.2.3	Phosphoglycerate kinase 
26969_0		isoleucyl-tRNA synthetase 
63000_0		Aldehyde Dehydrogenase 
63003_0		peptide/opine/nickel ABC uptake transporter, substrate-binding protein 
22407_0		nucleoside-diphosphate sugar epimerase 
53299_0		primary replicative DNA helicase 
71433_1		peptide methionine sulfoxide reductase 
71432_0		binding-protein-dependent transport system inner membrane protein 
71431_0		3-hydroxy-3-methylglutaryl-coenzyme A reductase 
71430_0		acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II 
71437_0		L-lactate dehydrogenase (cytochrome) 
71436_0		putative oxidoreductase 
71434_0		microcystin LR degradation protein MlrC-like 
40280_0		short-chain dehydrogenase/reductase SDR 
40281_0		major facilitator superfamily transporter 
40284_0		antimicrobial peptide ABC transporter ATPase 
40287_0		spermidine/putrescine ABC transporter inner membrane protein 
40288_0		DEAD/DEAH box helicase 
40289_0		alcohol dehydrogenase zinc-binding domain protein 
30854_0	4.2.3.1	Threonine synthase 
30850_0		molecular chaperone Tir
30851_0		Protein unknown function (DUF1549) 
5415_0		Membrane 
5414_1		UDP diphosphate synthase 
5417_0		alanine--tRNA ligase 
5416_0		nucleoside-diphosphate sugar epimerase 
5411_1		YeeE YedE family protein 
64786_0	2.7.7.7	DNA polymerase III subunit alpha 
5413_0	4.1.3.27	Anthranilate synthase component 1 
5413_1	4.1.3.27	Anthranilate synthase component 2 
5412_0		electron-transfer flavoprotein /FAD-dependent / fixCX-like protein 
5412_1		electron transfer flavoprotein subunit alpha 
64789_0		aspartate--tRNA ligase 
64788_0		Lipoprotein releasing system, ATP-binding protein 
5419_2		
5419_3		
5418_0		aminoacylase-2/carboxypeptidase-Z family hydrolase 
34139_0		FeS cluster assembly protein sufD 
34135_0	6.2.1.5	Succinate--CoA ligase subunit beta 
64251_1		NAD(P) transhydrogenase subunit alpha 
34130_0		
34133_0		putative beta-ketoacyl CoA thiolase FadA3 
34132_0		exodeoxyribonuclease VII large subunit 
185_7		UDP pyrophosphate phosphatase 
185_11		pyridoxamine 5-phosphate 
184_10		Involved targeting insertion nascent membrane proteins into cytoplasmic membrane. Acts as receptor complex formed signal recognition particle (SRP) ribosome-nascent chain (RNC) 
184_13		Catalyzes decarboxylation orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP) (By similarity) 
187_1		Component ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which respiratory chain that generates electrochemical potential coupled to ATP synthesis (By similarity) 
187_2		putative ubiquinol-cytochrome C reductase cytochrome B subunit 
187_3		Rieske 2Fe-2S iron sulfur protein (Cytochrome b6-F complex) 
187_6		preprotein translocase subunit SecA 
186_0		acyl-CoA synthetase
186_1		Carnitinyl-CoA dehydratase 
186_2		NAD binding domain 6-phosphogluconate dehydrogenase family protein 
186_3		Monooxygenase 
186_4		3-oxoadipate enol-lactonase family protein 
186_5		enamine deaminase RidA
186_6		aldehyde dehydrogenase family protein 
186_7		acyl-CoA dehydrogenase domain-containing protein 
186_8		putative carnitine dehydratase/acyl-CoA transferases-related (COG1804) 
186_10		Lactose transport ATP-binding protein lacK
181_1		cystathionine 
181_2		Cystathionine beta-lyase MetC 
181_7		Rod shape-determining protein RodA 
181_11		rod shape-determining protein MreB 
180_0		geranylgeranyl reductase 
180_1		geranylgeranyl reductase 
180_2		Hydrolase 
180_8		UvrABC system protein A 
180_9		UvrABC system protein A 
183_1		ribosome recycling factor 
183_2		Uridylate kinase 
183_3		translation elongation factor Ts 
183_4		30S ribosomal protein S2 
183_5		30S ribosomal protein S9 
183_6		50S ribosomal protein L13 
183_7		dihydroorotase related cyclic amidohydrolases 
183_8	2.1.3.2	Aspartate carbamoyltransferase 
183_9	2.4.2.9	Bifunctional protein PyrR 
183_11		aminopeptidase DmpA 
182_0		L-serine dehydratase 1 
182_1		D-isomer-specific 2-hydroxyacid dehydrogenase 
182_2		ectoine utilization protein EutA
182_3		ectoine utilization protein EutD 
182_4		low specificity L-threonine aldol 
182_5		glycine cleavage system T protein, aminomethyltransferase 
182_6		Glycine cleavage system H protein, mitochondrial 
182_7	2.1.2.10	Glycine dehydrogenase (decarboxylating) B, mitochondrial 
182_8		glycine cleavage system regulatory protein
95048_0		peptidase (S8 S53, subtilisin, kexin, sedolisin 
189_1		Catalyzes transfer methyl group from 5- methyltetrahydrofolate to homocysteine resulting methionine formation (By similarity) 
189_2		N-acetyltransferase GCN5 
189_3		von Willebrand factor type A 
189_4		von Willebrand factor, type A 
189_5		von Willebrand factor, type A 
189_6	1.7.2.5	NorQ 
189_8	4.1.1.39	Ribulose bisphosphate carboxylase (Fragment) 
189_9		LysR family transcriptional regulator 
189_10		bifunctional ornithine acetyltransferase/N-acetylglutamate synthase 
188_3		K+dependent Na+ exchanger-like protein 
188_4		putative cell division ABC transporter ATP-binding protein 
188_8		DnaJ-class molecular chaperone C-terminal Zn finger domain 
94064_0		L-2-hydroxyglutarate oxidase LhgO 
32988_0		sss sodium solute transporter superfamily 
94008_0		ATP-dependent RNA helicase DeaD 
32982_0		helicase 
94002_0		
32980_0		Uncharacterized oxidoreductase YuxG 
32986_0		NADH dehydrogenase ubiquinone complex I, assembly factor 7 
94006_0	1.2.4.1	Pyruvate dehydrogenase E1 component 
94004_0		putative methionine synthase vitamin-B12 independent 
60574_0		Proclavaminate amidinohydrolase 
96536_0		Sulphatase-modifying factor protein 
60570_0		
60572_0	1.6.5.3	NADH-quinone oxidoreductase subunit N 
60573_0		
60578_0		cell division protein FtsK 
96538_0		peptidase M15A 
19143_0		protoporphyrinogen oxidase 
19142_0	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase 
19144_0		sulfatase 
19147_0	6.3.5.2	GMP synthase 
19146_1		Taurine import ATP-binding protein TauB 
19149_0		
45568_0		ABC transporter, ATP-binding protein, MsbA family 
45562_0		transcriptional coactivator/pterin dehydratase 
45563_0		3-beta hydroxysteroid dehydrogenase/isomerase family protein 
45561_0		NHL repeat containing protein 
41665_0		peptidase U34, dipeptidase 
45567_0	2.7.7.7	DNA polymerase I 
45564_0		aminopeptidase N 
45565_0		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) 
102086_0	6.3.4.2	CTP synthase 
37448_0		carbamoyl phosphate synthase large subunit 
37449_0		Citrate synthase, plasmid 
102087_0		DddC 
37442_0		Galactose/methyl galactoside import ATP-binding protein MglA 
37443_0		uroporphyrinogen III synthase HEM4 
95845_0		protein export cytoplasm SecA ATPase RNA helicase 
95846_0		histidyl-tRNA synthetase 
95841_0		methylhydantoinase
95842_0		branched-chain amino acid ABC transporter,ATP-binding component 
70505_0		
16852_0	1.1.1.28	D-lactate dehydrogenase 
95848_0	2.7.7.4	Sulfate adenylyltransferase subunit 2 
16853_0		ubiquinone-dependent succinate dehydrogenase or fumarate reductase, flavoprotein subunit 
16853_1		succinate dehydrogenase, subunit D 
46039_0		glycine amidinotransferase 
70507_0		tryptophanyl-tRNA synthetase 
46031_0		uroporphyrinogen-III C-methyltransferase CobA 
46030_1		archaeal gamma-glutamyl kinase 
46033_0		2-nitropropane dioxygenase family protein 7 
46037_0		molecular chaperone DnaJ
70502_1		LPS export ABC transporter periplasmic protein LptC
39079_0	2.5.1.103	Squalene synthase 
39077_0	2.6.1.1	Aspartate aminotransferase B 
39076_1		50S ribosomal protein L15e 
39075_0		2-Amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase 
39075_1		(p)ppGpp synthetase I SpoT/RelA 
39074_0		oxidoreductase 
39073_0	2.1.3.3	Ornithine carbamoyltransferase, catabolic 
39073_1		50S ribosomal protein L18
39072_0		N-(5'phosphoribosyl)anthranilate isomerase (PRAI) 
39071_0		
39070_0		methyltransferase type 11
26758_0		sarcosine oxidase, alpha subunit family, heterotetrameric form 
17184_1		
33219_0		glycoside hydrolase family 16 
33214_0	1.2.1.11	Aspartate-semialdehyde dehydrogenase 2 
33214_1		3-isopropylmalate dehydrogenase 
115909_0		multicopper oxidase type 3 
33216_0		NAD-dependent alcohol dehydrogenase 
33211_1		glutathione synthase/ribosomal protein S6 modification enzyme (glutaminyl transferase) 
33210_0		cytosine/purines uracil thiamine allantoin permease 
33213_0		Reductase, iron-sulfur binding subunit, putative 
33212_0		ATP synthase subunit beta 
1557_0	1.8.1.9	Bifunctional thioredoxin reductase/thioredoxin 
1557_1		permease
1557_2		glutamyl-tRNA synthetase 
1557_3		
1557_4		rod shape-determining protein RodA 
96518_0		repeat-containing protein 
28967_0	2.3.1.29	2-amino-3-ketobutyrate coenzyme A ligase 
28966_0		Glutathione-dependent formaldehyde-activating Gfa 
28965_0		molecular chaperone DnaK 
28964_0		ammonia monooxygenase subunit A 
107816_0		DNA gyrase/topoisomerase IV subunit A 
28962_0		site-specific tyrosine recombinase XerD 
78_1		Citrate synthase 4, mitochondrial 
78_8		beta-lactamase domain-containing protein 
78_11		DNA-(apurinic or apyrimidinic site) lyase 
78_12		6-pyruvoyltetrahydropterin synthase (6-pyruvoyl tetrahydrobiopterin) 
78_13		Membrane 
78_14	3.5.4.16	GTP cyclohydrolase 1 
79_0		UDP pyrophosphate phosphatase
79_2		ECF subfamily RNA polymerase sigma-70 factor 
79_7		family 2 glycosyl transferase 
79_8		glycosyl transferase family 1
79_9		family 2 glycosyl transferase 
76_1		putative branched-chain amino acid ABC transporter ATP-binding protein 
76_2		putative branched-chain amino acid ABC transporter, permease protein 
76_3		putative branched-chain amino acid ABC transporter permease protein 
76_4		putative branched-chain amino acid ABC transporter permease protein 
76_5		ABC transporter binding protein 
76_8	1.2.1.79	Succinate-semialdehyde dehydrogenase GabD 
76_10		aldehyde ferredoxin oxidoreductase 
76_11		Fis family two component sigma-54 specific transcriptional regulator 
76_12		AMP-dependent synthetase/ligase 
76_13		Sulfoacetaldehyde dehydrogenase (acylating) 
77_1		Perchlorate reductase B OS Dechloromonas agitata PE 4 SV 1 
77_6		Membrane 
77_7		
77_9		RRM domain-containing RNA-binding protein 
77_12		amidohydrolase 
77_13		TonB-dependent receptor 
74_12		single-stranded DNA-binding protein
75_2		Crp/Fnr family transcriptional regulator
75_5		methionyl-tRNA synthetase 
75_6		TatD family hydrolase 
75_8		RNA polymerase, sigma 70 subunit, rpod subfamily 
75_9		30S ribosomal protein S21 
75_10		phosphomannomutase 
75_11		deoxyribose-phosphate aldolase 
75_12	1.2.1.3	Potassium-activated aldehyde dehydrogenase, mitochondrial 
75_13		aldehyde dehydrogenase (NAD) family protein 
72_0		IMP cyclohydrolase-like protein 
72_1		ribonuclease, Rne/Rng family 
72_2		Ribonuclease, Rne/Rng family 
72_3		ribonuclease 
72_4		Pyridoxine 5'-phosphate synthase 
72_7		cell division protein FtsH ATP-dependent zinc-metallo protease 
72_13		putative oxidoreductase, aryl-alcohol dehydrogenase like protein 
73_8	3.4.21.53	Lon protease 1 
73_10		Lipoyl synthase 
73_12		pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase component 
73_13		2-oxoisovalerate dehydrogenase, E1 component subunits alpha beta 
73_14		lipoate-protein ligase B/lipoate synthase 
73_15	1.8.1.4	Dihydrolipoyl dehydrogenase 
70_1		putative permease 
70_2		
70_5		Trk-type K+ transport system, membrane component 
70_7		DHHA1 domain-containig protein 
70_8	4.2.3.5	Chorismate synthase, chloroplastic OS Capnoides sempervirens PE 1 SV 
70_9		ATP synthase protein I 
70_12		ATP synthase F0 subunit C 
28968_0		Ribosomal large subunit pseudouridine synthase D 
13158_1	1.6.5.3	NADH dehydrogenase flavoprotein 2, mitochondrial 
13158_2	1.6.5.3	NADH-ubiquinone oxidoreductase 49 kDa subunit 
13159_0		N-acetylmuramoyl-L-alanine amidase amiC 
13159_1		DsrK 
13151_0		succinyl-CoA synthase subunit beta 
13151_1		
13152_0	1.3.5.1	Succinate dehydrogenase iron-sulfur subunit 
13152_1	1.3.5.1	Probable succinate dehydrogenase flavoprotein subunit, mitochondrial 
13154_0		preprotein translocase subunit SecD 
13156_0		ATP synthase subunit alpha 
13157_0		major facilitator transporter 
21821_0		Protein unknown function (DUF1549) 
21823_0		(twin-arginine translocation) pathway signal 
21824_0		UPF0145 protein 
98191_0		chromosome segregation protein smc1 
98190_0		Putative N-methyl glutamate synthase subunit A OS Methyloversatilis universalis PE 4 SV 1 
98192_0		ATP synthase subunit beta 
32168_0		signal recognition particle-docking protein FtsY 
98196_0	2.7.6.5	GTP pyrophosphokinase 
32166_1	1.8.1.9	Bifunctional thioredoxin reductase/thioredoxin 
32167_0		Trk system potassium uptake protein TrkG 
55875_0		branched chain amino acid ABC transporter substrate-binding protein
55874_0		trk system potassium uptake protein trkA 
55877_1		FAD linked oxidase domain-containing protein 
55873_0		protoheme IX farnesyltransferase 
55872_0	5.4.99.5	Chorismate mutase 
55879_0		tryptophan synthase subunit alpha 
9547_0	2.3.3.13	2-isopropylmalate synthase 
9546_0		thiol:disulfide interchange protein DsbD 
103867_0		Peptide methionine sulfoxide reductase msrA 
103866_0		multicopper oxidase type 3 
103865_0		glycoside hydrolase family 3 domain-containing protein 
103863_0		flagellar hook-associated protein FlgK
9545_2	4.2.1.17	Peroxisomal bifunctional enzyme 
102194_0		Malonyl CoA-acyl carrier protein transacylase 
102197_0		dioxygenase 
102190_0		N-acetylmuramoyl-L-alanine amidase family 2 protein 
102191_0		conserved membrane protein unknown function 
102193_0	5.2.1.8	Chaperone SurA 
102198_0	1.6.5.3	NADH-quinone oxidoreductase chain 13 
107760_0		bacterial peptide chain release factor 2 (bRF-2) 
107761_0		NADH-ubiquinone oxidoreductase 39 kDa subunit 
28292_0	2.5.1.54	Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic OS Solanum lycopersicum PE 2 SV 1 
